Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR,IS_INT_EXPENSE_log,GROSS_MARGIN_log
White Ltd,Emerging Markets,EM - Americas,Real Estate & Construction,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,5.936046705827656,3.53518325432831
"Green, Brown and Ramos",Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,43.5841,43.4029,36.237,17.2791,8.3223,0.5276,8.243,1.2227,9.4595,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,3.617302890624648,3.793304782620542
Raymond Ltd,Developed Markets,DM - Europe,Real Estate & Construction,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,6.506909734241598,3.691683020446605
"Drake, Sweeney and Harris",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,-35.8073,69.9748,201.646,19.7909,8.8808,0.0,6.0215,1.4512,10.018,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3,5.311460614414177,4.2623248844614405
"Thomas, Olsen and Meyer",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,67.7257,83.2656,1536.0,9.604,15.6481,0.0,5.0348,4.8403,18.3323,15,12,13,3,3,3,3,3,3,1,3,2,3,4,3,3,3,7.337587743538596,4.433973715296629
Morris-Wilson,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
Lopez Ltd,Developed Markets,DM - Europe,Natural Resources,0,10.9017,9.6604,1.2413,-69.7193,0.0,0.0,18.5885,9.6323,0.1488,6.9398,1.2621,11.8073,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Park, Wilkerson and Mejia",Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,54.7801,0.0,249.944,59.6051,9.2645,0.459,5.4959,1.7737,10.4017,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,5.525229806669866,0.0
Sandoval-Anderson,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
Richardson-Crosby,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
Henderson-Romero,Developed Markets,DM - Americas,Natural Resources,0,9.347,7.3419,2.0051,0.0,0.0,0.0,0.0,12.2188,0.0,9.3578,1.7005,13.3576,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Carlson, Carter and Crane",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,53.0466,0.0,814.2,35.4656,5.6138,0.0,5.5422,1.5808,6.751,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,6.703433481908515,0.0
"Parks, Rose and Foster",Developed Markets,DM - Europe,Natural Resources,0,10.4049,10.5559,-0.1509,0.0,70.9869,177.3821,6.8411,3.1796,0.0,0.9576,-0.1827,3.0696,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.183927878789014,4.276484158017713
Wade Inc,Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,0.0,96.3209,70.0508,52.5516,10.9847,0.0,5.8312,0.8121,12.3352,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,4.263395114156004,4.578013765714731
Wilson PLC,Emerging Markets,EM - CEEMEA,Natural Resources,1,14.7196,11.8943,2.8253,-84.8101,9.296,53.6582,4.0605,10.3683,1.2348,4.172,1.188,13.1936,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.001099249112465,2.3317554702938255
King-Velez,Emerging Markets,EM - Americas,Utilities,1,11.0541,4.1445,6.9095,14.5528,58.1951,188.6125,9.9931,2.4852,0.2629,8.3352,6.5685,9.3948,10,14,15,2,2,1,2,3,3,3,3,2,3,3,5,3,4,5.2449825159177905,4.080838768194042
Hall and Sons,Developed Markets,DM - Europe,Utilities,1,13.2177,11.6446,1.5731,0.0,20.169,127.8302,1.0121,8.8976,0.0,5.5127,2.4252,10.4707,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,4.858495258235668,3.052537847375443
Bright PLC,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,4.4678,52.7379,1121.9,43.0328,6.8084,0.0,6.2934,1.1697,7.9456,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3,7.023669903578493,3.9841185253862297
Davidson-Johnson,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,11,14,12,1,2,3,3,2,3,3,3,1,4,3,3,3,3,5.345749466107898,0.0
Davis-Key,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,-46.4435,37.5589,227.0,22.5259,10.8194,0.729,5.465,1.3291,11.9566,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,5.429345628954441,3.6521869423644886
Roberts-James,Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,-38.5714,44.0131,854.1692,16.8315,9.7674,0.1943,8.8511,0.6488,10.5634,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,6.751299344095022,3.8069535585168133
Mcmahon-Caldwell,Developed Markets,DM - Europe,Services & Communications,0,10.6947,10.2269,0.4678,-4.7235,0.0,136.9996,46.518,10.2161,0.0034,6.6091,0.7161,11.4371,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,4.927250786602279,0.0
Day-Williams,Developed Markets,DM - Europe,Utilities,0,8.78,8.6622,0.1178,65.7895,29.8982,147.9963,10.217,13.1265,0.8275,7.0363,0.358,13.4805,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,5.00392147342237,3.4306979297797766
"Martinez, Stewart and White",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3,5.345749466107898,0.0
"Myers, Garza and Garcia",Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,65.7895,29.8982,147.9963,10.217,13.1265,0.8275,7.0363,0.358,13.4805,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.00392147342237,3.4306979297797766
Brady Group,Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,46.5196,5.6791,232.3661,-5.7635,11.7462,0.0,9.2329,1.0541,12.5422,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,5.452608465087555,1.8989832479326578
Green-Murray,Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,40.8557,44.8924,349.3,12.9709,6.6477,0.5025,7.5139,2.093,8.5652,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,5.858789930203441,3.8262995260150103
"Bradshaw, Hooper and Warren",Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,6.3159,6.4122,-6.7568,0.0,90.455,41.1496,7.8921,0.0,12.8778,9.1008,16.4577,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.515847048027889,0.0
Thomas-Dennis,Emerging Markets,EM - Americas,Industrials & Transportation,1,13.2498,3.7583,9.4915,-97.7732,4.3126,261.8701,-7.9883,3.1433,0.0,12.6846,12.7274,12.6348,12,10,13,3,2,2,3,2,1,3,3,1,2,4,3,3,3,5.571659993811095,1.6700813576027866
Carter-Smith,Emerging Markets,EM - Americas,Natural Resources,1,11.0541,4.1445,6.9095,-62.3926,18.8232,75.1163,-0.4686,2.5172,1.9622,10.2084,10.8355,9.4268,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.332262433784665,2.986852968947396
Powell-Hopkins,Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,-83.7341,0.0,61.906,59.0721,8.1893,0.4043,8.9072,4.0902,10.8735,15,12,13,3,3,3,3,3,3,1,3,2,3,3,3,4,3,4.14164154866426,1.524660858987853
"King, Anderson and Kerr",Developed Markets,DM - Americas,Real Estate & Construction,0,10.5645,7.806,2.7585,-32.5991,61.9894,52.0,26.067,10.8784,2.5373,12.3864,2.1807,12.5623,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,3.970291913552122,4.142966458266992
Lee-Martin,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,54.7801,0.0,249.944,59.6051,9.2645,0.459,5.4959,1.7737,10.4017,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,5.525229806669866,0.0
"Clark, Miller and Cannon",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,97.3978,92.7776,162.0,20.0841,11.5301,0.0,7.8041,1.2787,12.6673,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3,5.093750200806762,4.540926021523344
Holden Inc,Developed Markets,DM - Americas,Services & Communications,1,10.7096,8.0254,2.6842,9.3863,76.0087,55.068,58.2881,4.5153,0.0428,6.2089,3.9392,7.1995,9,10,13,1,3,1,1,3,1,3,3,1,2,3,3,4,3,4.026565239800811,4.343918402484119
"Jackson, Ortiz and Allen",Developed Markets,DM - Americas,Natural Resources,1,0.0,6.4843,0.0,0.0,0.0,23.687,0.0,8.771871254530812,0.0,7.045426157873541,1.4091,10.703224164317358,15,12,13,3,3,3,3,3,3,1,3,2,3,4,3,3,3,2.7032312762841455,1.524660858987853
"Thomas, Mccarthy and Hughes",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3656,0.0,5.1281,2.244,8.0866,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Alvarez, Walters and Ramirez",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9187,0.0,9.1777,2.3656,15.6397,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Garcia Group,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0527,0.0,8.5591,2.1865,11.7737,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Bonilla LLC,Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3578,0.0,5.5969,2.1477,10.0788,11,9,12,3,2,2,3,1,1,3,3,1,1,3,3,3,3,0.0,0.0
Fox-Allen,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,6.0173,1.407,10.018,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Strickland Group,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,0.0,0.0,0.0,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Robinson Inc,Developed Markets,DM - Europe,Natural Resources,1,13.193,11.9161,1.2769,0.0,8.2502,182.5322,-14.0895,8.771871254530812,0.0,7.045426157873541,1.4091,10.703224164317358,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,5.212390128939602,2.2246451729122114
Murray-Williamson,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6021,0.0,7.2892,3.2434,14.7421,11,15,12,2,2,2,3,2,3,4,3,2,3,3,3,3,3,0.0,0.0
"Hartman, Everett and Huang",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8982,0.0,11.7762,1.5147,13.1192,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Acosta, Valencia and Higgins",Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.4011,0.8466,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Austin Inc,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3694,0.0,0.9545,-0.1785,12.1344,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Jones, Keith and Brown",Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,7.5126,1.5726,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Collins-Martinez,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0752,0.0,5.2255,2.1211,14.2502,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Lester, Myers and Reyes",Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,5.2605,1.2769,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Atkins Ltd,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.7457,1.4765,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Miller-Gilbert,Emerging Markets,EM - Asia,Utilities,1,14.111,6.4843,0.0,0.0,22.741,810.6102,14.6542,11.3928,0.0,6.1773,2.4396,14.111,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,6.699020175640059,3.167203511293531
"Lawson, Manning and Shepard",Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.7262,1.1143,10.018,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
Henry and Sons,Emerging Markets,EM - Asia,Utilities,0,11.9167,0.0,0.0,42.1769,0.0,0.0,0.0,9.0801,0.0,7.1375,2.3729,11.8011,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Ayers-Price,Developed Markets,DM - Asia,Utilities,0,7.9467,6.6247,1.322,0.0,0.0,0.0,0.0,9.3341,0.0,8.0516,2.6712,10.5481,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Garcia-Tanner,Developed Markets,DM - Asia,Utilities,0,11.5488,10.0368,1.512,0.0,0.0,0.0,0.0,12.0757,0.0,10.5841,1.0802,13.0407,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Hopkins Inc,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,11.3137,0.0,7.1192,1.0992,12.1097,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Hanson, Noble and Logan",Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,0.0,43.5391,23.687,23.0074,11.3928,0.0,6.3083,1.9691,14.111,13,12,14,3,3,3,3,1,2,1,3,3,3,3,4,3,4,2.7032312762841455,3.7963674550691615
Sullivan LLC,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,-39.3443,43.355,405.0,14.0718,6.5341,0.0,11.0396,8.2291,15.0997,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.0063531596017325,3.7922254419725503
"Griffin, Arias and Smith",Developed Markets,DM - Americas,Utilities,0,9.0794,7.5833,1.4961,0.0,0.0,0.0,0.0,10.6652,0.0,8.1424,1.2528,11.8024,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Russell-Butler,Emerging Markets,EM - Asia,"Food, Beverage & Tobacco",0,11.9167,0.0,0.0,9.5455,34.2141,166.9566,30.4992,10.4644,0.7545,4.6445,1.4984,13.1854,14,12,12,3,2,3,3,3,2,3,3,1,3,3,3,3,3,5.1237056126961225,3.5614465705798533
"Duran, Larson and Green",Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,12.7281,0.0,0.0,-39.3443,43.355,405.0,14.0718,6.5341,0.0,11.0396,8.2291,15.0997,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,6.0063531596017325,3.7922254419725503
"Buchanan, Rich and Smith",Emerging Markets,EM - Americas,Real Estate & Construction,1,11.6515,4.8641,6.7874,-82.3093,20.2571,852.8762,9.9819,1.801,0.0,9.2311,9.7395,8.5884,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,6.749786218408953,3.0566909572126137
Moore-Blackwell,Developed Markets,DM - Americas,Industrials & Transportation,1,10.7096,8.0254,2.6842,0.0,57.1327,673.0,-3.2194,8.0254,0.0,7.0746,3.6909,10.7096,12,11,12,4,2,2,3,1,1,3,3,1,3,3,3,3,3,6.513230110912307,4.062728328252011
Vargas Inc,Developed Markets,DM - Europe,Generic,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3,5.806243992276898,3.1561021454808746
Olson Ltd,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,0.0,65.2162,232.0,20.3059,8.8808,0.0,6.3936,1.1632,10.018,11,13,12,1,2,3,3,2,3,3,3,1,3,3,3,3,3,5.4510384535657,4.192925145996559
Harper-Smith,Developed Markets,DM - Europe,Industrials & Transportation,0,8.4358,7.994,0.4418,-0.5239,65.0575,0.0,12.6188,7.7157,-0.0615,6.3718,0.8917,9.1647,11,9,12,3,2,2,3,1,1,3,3,1,1,3,3,3,3,0.0,4.190525574862633
Perez-Lewis,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,28.6467,0.0,301.0,14.0788,11.1226,0.4291,8.7638,1.148,12.2598,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,5.71042701737487,0.0
Morris Inc,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,-46.5986,13.1206,122.0,3.3875,12.6962,0.0,7.8728,1.754,13.8334,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,4.812184355372417,2.6476347240801443
"Matthews, Baker and Holmes",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,5.345749466107898,0.0
Garza PLC,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,5.345749466107898,0.0
"Phillips, Jordan and Douglas",Emerging Markets,EM - Asia,Utilities,1,10.5264,2.501,8.0254,5.4505,47.0716,6.7063,14.1312,1.6762,0.4502,10.8021,11.2301,9.7016,10,14,16,2,2,1,2,3,3,3,3,2,3,5,4,3,4,2.042038176149534,3.872691566144953
"Tran, Sanders and Medina",Developed Markets,DM - Europe,Real Estate & Construction,0,8.78,8.6622,0.1178,65.7895,29.8982,147.9963,10.217,13.1265,0.8275,7.0363,0.358,13.4805,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3,5.00392147342237,3.4306979297797766
Tucker-Campbell,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,5.5901,0.0,199.3,10.6249,10.1809,0.0,7.6507,1.1208,11.3197,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,5.299816242671772,0.0
Obrien-Goodman,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,6.045005314036012,3.450400159107719
"Whitaker, Ray and Lopez",Emerging Markets,EM - Americas,Utilities,1,11.6515,4.8641,6.7874,-47.6147,10.6026,238.2097,8.0743,4.6465,0.6715,9.9873,7.071,11.4339,9,14,13,1,2,1,2,3,3,3,3,2,3,3,4,3,3,5.477340573093738,2.4512292109282003
"Robinson, Garcia and Williamson",Developed Markets,DM - Europe,Utilities,0,10.6947,10.2269,0.4678,100.0,26.823,188.8,21.9591,7.8205,0.3898,3.3308,0.7676,9.0415,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,5.245970886175828,3.325863016770548
Lamb-Sexton,Developed Markets,DM - Europe,Natural Resources,0,9.9779,10.1634,-0.1855,0.0,23.7981,391.0371,-0.3249,14.9653,0.0,11.1648,0.2092,14.7303,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.971356478169253,3.2107670373327926
George-Flynn,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,6.045005314036012,3.450400159107719
Castillo-Mcdaniel,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,14,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,6.045005314036012,3.450400159107719
Green-Cunningham,Developed Markets,DM - Europe,Real Estate & Construction,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,4.882750406107904,4.2054669463880945
Robinson-Chen,Emerging Markets,EM - Americas,Utilities,1,13.2498,3.7583,9.4915,-97.7732,4.3126,261.8701,-7.9883,3.1433,0.0,12.6846,12.7274,12.6348,10,14,13,2,2,1,2,3,3,3,3,2,3,4,3,3,3,5.571659993811095,1.6700813576027866
"Flores, Gomez and Howard",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,279.7493,0.0,90.569,-5.9153,7.3639,0.3406,4.4778,1.4759,8.5011,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,4.5170927864528245,0.0
Larsen Group,Developed Markets,DM - Europe,Utilities,1,9.9779,10.1634,-0.1855,68.4932,59.8875,1763.1933,9.6199,11.4364,0.8048,7.7018,1.1874,11.2509,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,7.4754488110620985,4.109027899132661
Mueller-Young,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,19.9627,25.6702,778.0,25.2741,11.3124,-0.1969,10.3722,1.0975,12.4529,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,6.658011045870748,3.2835468372284224
Frank-Luna,Emerging Markets,EM - Americas,"Retail, Consumer & Healthcare",0,14.3184,11.152,3.1665,17.8862,40.3315,427.095,19.3436,12.2093,10.4491,12.0325,3.2349,15.3493,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3,6.059345133568562,3.7216249211145125
Howe and Sons,Developed Markets,DM - Europe,Utilities,0,9.9779,10.1634,-0.1855,13.8643,26.4793,122.36,8.0656,15.298,1.0801,10.6793,-0.2058,15.063,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,4.815106909815019,3.3134329939583798
"Wyatt, Wang and Nguyen",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",1,8.4018,6.4843,1.9175,1.4356,26.7205,2331.0,13.423,6.7898,0.2396,5.1086,2.7214,8.7073,12,11,13,2,3,1,3,3,1,3,3,1,3,3,3,4,3,7.754481547470383,3.322172211677066
"Robinson, Gonzalez and Davis",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
White-Allen,Developed Markets,DM - Europe,Utilities,0,10.0024,10.0547,-0.0522,37.6316,42.7663,85.0811,9.0664,10.8164,0.4551,9.7927,0.6228,10.9134,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,4.455289875142235,3.778864114844694
Hampton Group,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,-74.031,36.0302,389.0,9.3777,7.822,0.5745,7.4166,1.1115,8.9608,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3,5.966146739123692,3.611733795937131
Davis-Baldwin,Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,15,12,13,3,3,3,3,3,3,1,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
Delgado-Smith,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,12,15,13,1,2,3,3,3,3,4,3,1,4,3,3,4,3,3.5817674054173034,4.174964026616422
Reeves-Mills,Developed Markets,DM - Asia,Natural Resources,0,11.0765,9.3122,1.7643,-53.2653,71.6777,90.873,101.4203,10.4354,-0.5583,9.9709,1.3104,11.4004,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.520407188588576,4.286034597457618
Carpenter Inc,Developed Markets,DM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Peters, Baird and Trujillo",Emerging Markets,EM - CEEMEA,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5341,0.0,0.0,0.0,0.0,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Cole, Sanders and Martin",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5176,0.0,12.3594,2.5677,14.2386,9,11,12,2,2,2,2,1,1,3,3,1,3,3,3,3,3,0.0,0.0
"Thomas, Phelps and Parker",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0527,0.0,8.5591,2.1865,11.7737,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
